wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,versetype,subtype,syllabified,ref
1,1,1,desploiez,desploiez,2501,Vfin,Vfin,déployer,7s,---,C/V\.C/V\.'C/V\,"CharlD'Orl, no 25, v. 1"
2,1,2,vostre,vostre,2501,Det,Det,votre,7s,---,'C/V\.C/(e)\,"CharlD'Orl, no 25, v. 1"
3,1,3,banniere,banniere,2501,N,N,bannière,7s,---,C/V\.'C/V\.C/(e)\,"CharlD'Orl, no 25, v. 1"
4,1,4,",",",",2501,Pnc,Pnc,",",7s,---,,"CharlD'Orl, no 25, v. 1"
5,2,1,loyauté,loyauté,2502,N,N,loyauté,7s,---,C/V\.C/V\.'C/V\,"CharlD'Orl, no 25, v. 2"
6,2,2,",",",",2502,Pnc,Pnc,",",7s,---,,"CharlD'Orl, no 25, v. 2"
7,2,3,je,je,2502,Prn,Prn$,je,7s,---,C/(e)\,"CharlD'Orl, no 25, v. 2"
8,2,4,vous,vous,2502,Prn,Prn$$,vous,7s,---,C/V\,"CharlD'Orl, no 25, v. 2"
9,2,5,en,en,2502,Prn,Prn$$,en,7s,---,/V\,"CharlD'Orl, no 25, v. 2"
10,2,6,prie,prie,2502,Vfin,Vfin,prier,7s,---,'C/V\./(e)\,"CharlD'Orl, no 25, v. 2"
11,2,7,",",",",2502,Pnc,Pnc,",",7s,---,,"CharlD'Orl, no 25, v. 2"
12,3,1,et,et,2503,Crd,Crd,et,7s,---,/V\,"CharlD'Orl, no 25, v. 3"
13,3,2,assailliez,assailliez,2503,Vfin,Vfin,assaillir,7s,---,/V\.C/V\.'C/V\,"CharlD'Orl, no 25, v. 3"
14,3,3,la,la,2503,Det,Det,le,7s,---,C/V\,"CharlD'Orl, no 25, v. 3"
15,3,4,frontiere,frontiere,2503,N,N,frontière,7s,---,C/V\.'C/V\.C/(e)\,"CharlD'Orl, no 25, v. 3"
16,4,1,ou,ou,2504,Crd,Crd,ou,7s,---,/V\,"CharlD'Orl, no 25, v. 4"
17,4,2,deuil,deuil,2504,N,N,deuil,7s,---,C/V\,"CharlD'Orl, no 25, v. 4"
18,4,3,et,et,2504,Crd,Crd,et,7s,---,/V\,"CharlD'Orl, no 25, v. 4"
19,4,4,merencolie,merencolie,2504,N,N,mélancolie,7s,---,C/V\.C/V\.C/V\.'C/V\./(e)\,"CharlD'Orl, no 25, v. 4"
20,4,5,",",",",2504,Pnc,Pnc,",",7s,---,,"CharlD'Orl, no 25, v. 4"
21,5,1,a,a,2505,Pre,Pre,à,7s,---,/V\,"CharlD'Orl, no 25, v. 5"
22,5,2,tort,tort,2505,N,N,tort,7s,---,C/V\,"CharlD'Orl, no 25, v. 5"
23,5,3,et,et,2505,Crd,Crd,et,7s,---,/V\,"CharlD'Orl, no 25, v. 5"
24,5,4,par,par,2505,Pre,Pre,par,7s,---,C/V\,"CharlD'Orl, no 25, v. 5"
25,5,5,felonnie,felonnie,2505,N,N,félonie,7s,---,C/V\.C/V\.'C/V\./(e)\,"CharlD'Orl, no 25, v. 5"
26,5,6,",",",",2505,Pnc,Pnc,",",7s,---,,"CharlD'Orl, no 25, v. 5"
27,6,1,tiennent,tiennent,2506,Vfin,Vfin,tenir,7s,---,'C/V\.C/e\,"CharlD'Orl, no 25, v. 6"
28,6,2,joye,joye,2506,N,N,joie,7s,---,'C/V\./(e)\,"CharlD'Orl, no 25, v. 6"
29,6,3,prisonniere,prisonniere,2506,N,N,prisonnier,7s,---,C/V\.C/V\.'C/V\.C/(e)\,"CharlD'Orl, no 25, v. 6"
30,6,4,.,.,2506,Pnc,Pnc,.,7s,---,,"CharlD'Orl, no 25, v. 6"
31,7,1,de,de,2507,Pre,Pre,de,7s,---,C/(e)\,"CharlD'Orl, no 25, v. 7"
32,7,2,moy,moy,2507,Prn,Prn,moi,7s,---,C/V\,"CharlD'Orl, no 25, v. 7"
33,7,3,la,la,2507,Prn,Prn$$,le,7s,---,C/V\,"CharlD'Orl, no 25, v. 7"
34,7,4,font,font,2507,Vfin,Vfin,faire,7s,---,C/V\,"CharlD'Orl, no 25, v. 7"
35,7,5,estrangiere,estrangiere,2507,Adj,Adj,étranger,7s,---,/V\.C/V\.'C/V\.C/(e)\,"CharlD'Orl, no 25, v. 7"
36,7,6,;,;,2507,Pnc,Pnc,;,7s,---,,"CharlD'Orl, no 25, v. 7"
37,8,1,je,je,2508,Prn,Prn$,je,7s,---,C/(e)\,"CharlD'Orl, no 25, v. 8"
38,8,2,pri,pri,2508,Vfin,Vfin,prier,7s,---,C/V\,"CharlD'Orl, no 25, v. 8"
39,8,3,dieu,dieu,2508,N,N,dieu,7s,---,C/V\,"CharlD'Orl, no 25, v. 8"
40,8,4,qu',qu',2508,Sub,Sub,que,7s,---,C/\,"CharlD'Orl, no 25, v. 8"
41,8,5,il,il,2508,Prn,Prn$,il,7s,---,/V\,"CharlD'Orl, no 25, v. 8"
42,8,6,les,les,2508,Prn,Prn$$,le,7s,---,C/V\,"CharlD'Orl, no 25, v. 8"
43,8,7,maudie,maudie,2508,Vfin,Vfin,maudire,7s,---,C/V\.'C/V\./(e)\,"CharlD'Orl, no 25, v. 8"
44,8,8,!,!,2508,Pnc,Pnc,!,7s,---,,"CharlD'Orl, no 25, v. 8"
45,9,1,quant,quant,2509,Sub,Sub,quand,7s,---,C/V\,"CharlD'Orl, no 25, v. 9"
46,9,2,je,je,2509,Prn,Prn$,je,7s,---,C/(e)\,"CharlD'Orl, no 25, v. 9"
47,9,3,deusse,deusse,2509,Vfin,Vfin,devoir,7s,---,C/(V)\.'/V\.C/(e)\,"CharlD'Orl, no 25, v. 9"
48,9,4,bonne,bonne,2509,Adj,Adj,bon,7s,---,'C/V\.C/(e)\,"CharlD'Orl, no 25, v. 9"
49,9,5,chiere,chiere,2509,N,N,chère,7s,---,'C/V\.C/(e)\,"CharlD'Orl, no 25, v. 9"
50,10,1,demener,demener,2510,Vinf,Vinf,démener,7s,---,C/V\.C/e\.'C/V\,"CharlD'Orl, no 25, v. 10"
51,10,2,en,en,2510,Pre,Pre,en,7s,---,/V\,"CharlD'Orl, no 25, v. 10"
52,10,3,compaignie,compaignie,2510,N,N,compagnie,7s,---,C/V\.C/V\.'C/V\./(e)\,"CharlD'Orl, no 25, v. 10"
53,10,4,",",",",2510,Pnc,Pnc,",",7s,---,,"CharlD'Orl, no 25, v. 10"
54,11,1,je,je,2511,Prn,Prn$,je,7s,---,C/(e)\,"CharlD'Orl, no 25, v. 11"
55,11,2,n',n',2511,Neg,Neg$$,ne,7s,---,C/\,"CharlD'Orl, no 25, v. 11"
56,11,3,en,en,2511,Prn,Prn$$,en,7s,---,/V\,"CharlD'Orl, no 25, v. 11"
57,11,4,fais,fais,2511,Vfin,Vfin,faire,7s,---,C/V\,"CharlD'Orl, no 25, v. 11"
58,11,5,que,que,2511,Sub,Sub,que,7s,---,C/(e)\,"CharlD'Orl, no 25, v. 11"
59,11,6,la,la,2511,Det,Det,le,7s,---,C/V\,"CharlD'Orl, no 25, v. 11"
60,11,7,maniere,maniere,2511,N,N,manière,7s,---,C/V\.'C/V\.C/(e)\,"CharlD'Orl, no 25, v. 11"
61,11,8,:,:,2511,Pnc,Pnc,:,7s,---,,"CharlD'Orl, no 25, v. 11"
62,12,1,car,car,2512,Crd,Crd,car,7s,---,C/V\,"CharlD'Orl, no 25, v. 12"
63,12,2,quoy,quoy,2512,Qux,Qux,quoi,7s,---,C/V\,"CharlD'Orl, no 25, v. 12"
64,12,3,que,que,2512,Qux,Qux,que,7s,---,C/(e)\,"CharlD'Orl, no 25, v. 12"
65,12,4,ma,ma,2512,Det,Det,mon,7s,---,C/V\,"CharlD'Orl, no 25, v. 12"
66,12,5,bouche,bouche,2512,N,N,bouche,7s,---,'C/V\.C/(e)\,"CharlD'Orl, no 25, v. 12"
67,12,6,rie,rie,2512,Vfin,Vfin,rire,7s,---,'C/V\./(e)\,"CharlD'Orl, no 25, v. 12"
68,12,7,",",",",2512,Pnc,Pnc,",",7s,---,,"CharlD'Orl, no 25, v. 12"
69,13,1,ou,ou,2513,Crd,Crd,ou,7s,---,/V\,"CharlD'Orl, no 25, v. 13"
70,13,2,parle,parle,2513,Vfin,Vfin,parler,7s,---,'C/V\.C/(e)\,"CharlD'Orl, no 25, v. 13"
71,13,3,parolle,parolle,2513,N,N,parole,7s,---,C/V\.'C/V\.C/(e)\,"CharlD'Orl, no 25, v. 13"
72,13,4,lye,lye,2513,Adj,Adj,lié,7s,---,'C/V\./(e)\,"CharlD'Orl, no 25, v. 13"
73,13,5,",",",",2513,Pnc,Pnc,",",7s,---,,"CharlD'Orl, no 25, v. 13"
74,14,1,dangier,dangier,2514,N,N,danger,7s,---,C/V\.C/<V>\.'/V\,"CharlD'Orl, no 25, v. 14"
75,14,2,et,et,2514,Crd,Crd,et,7s,---,/V\,"CharlD'Orl, no 25, v. 14"
76,14,3,destresse,destresse,2514,N,N,détresse,7s,---,C/V\.'C/V\.C/(e)\,"CharlD'Orl, no 25, v. 14"
77,14,4,fiere,fiere,2514,Adj,Adj,fier,7s,---,'C/V\.C/(e)\,"CharlD'Orl, no 25, v. 14"
78,15,1,boutent,boutent,2515,Vfin,Vfin,bouter,7s,---,'C/V\.C/e\,"CharlD'Orl, no 25, v. 15"
79,15,2,mon,mon,2515,Det,Det,mon,7s,---,C/V\,"CharlD'Orl, no 25, v. 15"
80,15,3,plaisir,plaisir,2515,N,N,plaisir,7s,---,C/V\.'C/V\,"CharlD'Orl, no 25, v. 15"
81,15,4,arriere,arriere,2515,PrA,PrA,arrière,7s,---,/V\.'C/V\.C/(e)\,"CharlD'Orl, no 25, v. 15"
82,15,5,;,;,2515,Pnc,Pnc,;,7s,---,,"CharlD'Orl, no 25, v. 15"
83,16,1,je,je,2516,Prn,Prn$,je,7s,---,C/(e)\,"CharlD'Orl, no 25, v. 16"
84,16,2,pry,pry,2516,Vfin,Vfin,prier,7s,---,C/V\,"CharlD'Orl, no 25, v. 16"
85,16,3,dieu,dieu,2516,N,N,dieu,7s,---,C/V\,"CharlD'Orl, no 25, v. 16"
86,16,4,qu',qu',2516,Sub,Sub,que,7s,---,C/\,"CharlD'Orl, no 25, v. 16"
87,16,5,il,il,2516,Prn,Prn$,il,7s,---,/V\,"CharlD'Orl, no 25, v. 16"
88,16,6,les,les,2516,Prn,Prn$$,le,7s,---,C/V\,"CharlD'Orl, no 25, v. 16"
89,16,7,maudie,maudie,2516,Vfin,Vfin,maudire,7s,---,C/V\.'C/V\./(e)\,"CharlD'Orl, no 25, v. 16"
90,16,8,!,!,2516,Pnc,Pnc,!,7s,---,,"CharlD'Orl, no 25, v. 16"
91,17,1,helas,helas,2517,Exc,Exc,hélas,7s,---,/V\.'C/V\,"CharlD'Orl, no 25, v. 17"
92,17,2,!,!,2517,Pnc,Pnc,!,7s,---,,"CharlD'Orl, no 25, v. 17"
93,17,3,tant,tant,2517,QIs,QIs,tant,7s,---,C/V\,"CharlD'Orl, no 25, v. 17"
94,17,4,avoye,avoye,2517,Vfin,Vfin,avoir,7s,---,/V\.'C/V\./(e)\,"CharlD'Orl, no 25, v. 17"
95,17,5,chiere,chiere,2517,Adj,Adj,cher,7s,---,'C/V\.C/(e)\,"CharlD'Orl, no 25, v. 17"
