wd_id,word,lex_id,pos_nca,para_id,syntag,syntag2,lemma,syllabified
835,soi,soi,PRO:pers:obj:3:masc:sg:bet,24,Prn,Prn%%,soi,C/V\
836,et,et,CON:coord,24,Crd,Crd,et,/V\
837,parlerent,parlerent,VER:simp:3:pl,24,Vfin,Vfin,parler,C/V\.'C/V\.C/e\
838,ensemble,ensemble,ADV,24,Adv,Adv,ensemble,/V\.'C/V\.C/(e)\
839,cele,cele,DET:demo:obj:femi:sg,24,Dem,Dem,cil,'C/V\.C/(e)\
840,nuit,nuit,NOM:obj:femi:sg,24,N,N,,C/V\
841,et,et,CON:coord,24,Crd,Crd,et,/V\
842,si,si,PROCON,24,Adv,Adv,si4,C/V\
843,s,s,PROCON,24,Prn,Prn$$,se,C/\
844,acorderent,acorderent,VER:simp:3:pl,24,Vfin,Vfin,,/V\.C/V\.'C/V\.C/e\
845,al,al,PREDET:a:obj:masc:sg,24,Pre+Det,Pre+Det,à.le,/V\
846,faire,faire,VER:infi,24,Vinf,Vinf,faire,'C/V\.C/(e)\
847,et,et,CON:coord,24,Crd,Crd,et,/V\
848,demain,demain,ADV,24,Adv,Adv,demain,C/V\.'C/V\
849,vindrent,vindrent,VER:simp:3:pl,24,Vfin,Vfin,venir,'C/V\.C/e\
850,devant,devant,PRE,24,PrA,PrA,devant,C/V\.'C/V\
851,le,le,DET:def:obj:masc:sg,24,Det,Det,le,C/(e)\
852,duc,duc,NOM:obj:masc:sg,24,N,N,,C/V\
853,et,et,CON:coord,24,Crd,Crd,et,/V\
854,distrent,distrent,VER:simp:3:pl,24,Vfin,Vfin,dire,'C/V\.C/e\
855,"""","""",PON:cit,24,Pnc,Pnc,,
856,sire,sire,NOM:suj:masc:sg,24,N,N,,'C/V\.C/(e)\
857,nos,nos,PRO:pers:1:pl,24,Prn,Prn$,nous,C/V\
858,somes,somes,VER:pres:1:pl,24,Vfin,Vfin,être,'C/V\.C/e\
859,prest,prest,ADJ:suj:masc:pl,24,Adj,Adj,,C/V\
860,d,d,PRE,24,Pre,Pre,de,C/\
861,aseurer,aseurer,VER:infi,24,Vinf,Vinf,assurer,/V\.C/(V)\./V\.'C/V\
862,ceste,ceste,DET:demo:obj:femi:sg,24,Dem,Dem,cist,'C/V\.C/(e)\
863,convenance,convenance,NOM:obj:femi:sg,24,N,N,,C/V\.C/e\.'C/V\.C/(e)\
864,"""","""",PON:cit,24,Pnc,Pnc,,
865,et,et,CON:coord,24,Crd,Crd,et,/V\
866,li,li,DET:def:suj:masc:sg,24,Det,Det,le,C/V\
867,dux,dux,NOM:suj:masc:sg,24,N,N,,C/V\
868,dist,dist,VER:simp:3:sg,24,Vfin,Vfin,dire,C/V\
869,qu,qu,PROCON,24,Sub,Sub,que,C/\
870,il,il,PRO:pers:suj:3:masc:sg:unb,24,Prn,Prn$,il,/V\
871,en,en,PRO:clit,24,Prn,Prn$$,en2,/V\
872,parleroit,parleroit,VER:cond:3:sg,24,Vfin,Vfin,parler,C/V\.C/e\.'C/V\
873,a,a,PRE,24,Pre,Pre,à,/V\
874,la,la,DET:def:obj:femi:sg,24,Det,Det,le,C/V\
875,soe,soe,ADJ:poss:obj:femi:sg,24,Adj,Adj,,'C/V\./(e)\
876,gent,gent,NOM:obj:femi:sg,24,N,N,,C/V\
877,et,et,CON:coord,24,Crd,Crd,et,/V\
878,ce,ce,PRO:invar,24,Prn,Prn,ce,C/(e)\
879,que,que,PROCON,24,Qux,Qux,que,C/(e)\
880,il,il,PRO:pers:suj:3:masc:sg:unb,24,Prn,Prn$,il,/V\
881,troveroit,troveroit,VER:cond:3:sg,24,Vfin,Vfin,trouver,C/V\.C/e\.'C/V\
882,il,il,PRO:pers:suj:3:masc:sg:unb,24,Prn,Prn$,il,/V\
883,le,le,PRO:pers:obj:3:masc:sg:unb,24,Prn,Prn$$,le,C/(e)\
884,lor,lor,PRO:pers:dat:3:pl,24,Prn,Prn$$,leur,C/V\
885,feroit,feroit,VER:cond:3:sg,24,Vfin,Vfin,faire,C/V\.'C/V\
886,savoir,savoir,VER:infi,24,Vinf,Vinf,savoir,C/V\.'C/V\
887,l,l,DET:def:obj:masc:sg,25,Det,Det,le,C/\
888,endemain,endemain,NOM:obj:masc:sg,25,N,N,,/V\.C/e\.'C/V\
889,al,al,PREDET:a:obj:masc:sg,25,Pre+Det,Pre+Det,à.le,/V\
890,tierz,tierz,ADJ:ord:obj:masc:sg,25,Adj,Adj,tiers,C/V\
891,jor,jor,NOM:obj:masc:sg,25,N,N,,C/V\
892,manda,manda,VER:simp:3:sg,25,Vfin,Vfin,mander,C/V\.'C/V\
893,li,li,DET:def:suj:masc:sg,25,Det,Det,le,C/V\
894,dux,dux,NOM:suj:masc:sg,25,N,N,,C/V\
895,qui,qui,PROCON,25,Qux,Qux,qui,C/V\
896,mult,mult,ADV,25,QIs,QIs,moult,C/V\
897,ere,ere,VER:impf:3:sg,25,Vfin,Vfin,être,'/V\.C/(e)\
898,sages,sages,ADJ:suj:masc:sg,25,Adj,Adj,sage,'C/V\.C/e\
899,et,et,CON:coord,25,Crd,Crd,et,/V\
900,proz,proz,ADJ:suj:masc:sg,25,Adj,Adj,preux,C/V\
901,son,son,DET:poss:obj:masc:sg,25,Det,Det,son4,C/V\
902,grant,grant,ADJ:obj:masc:sg,25,Adj,Adj,grand,C/V\
903,conseil,conseil,NOM:obj:masc:sg,25,N,N,,C/V\.'C/V\
904,et,et,CON:coord,25,Crd,Crd,et,/V\
905,li,li,DET:def:suj:masc:sg,25,Det,Det,le,C/V\
906,conseils,conseils,NOM:suj:masc:sg,25,N,N,,C/V\.'C/V\
907,ere,ere,VER:impf:3:sg,25,Vfin,Vfin,être,'/V\.C/(e)\
908,de,de,PRE,25,Pre,Pre,de,C/(e)\
909,.xl.,.xl.,ADJ:card,25,QIs,QIs,quarante,C/V\.'C/V\.C/(e)\
910,homes,homes,NOM:obj:masc:pl,25,N,N,,'/V\.C/e\
911,des,des,PREDET:de:obj:masc:pl,25,Pre+Det,Pre+Det,de.le,C/V\
912,plus,plus,ADV,25,Adv,Adv,plus,C/V\
913,sages,sages,ADJ:obj:masc:pl,25,Adj,Adj,sage,'C/V\.C/e\
914,de,de,PRE,25,Pre,Pre,de,C/(e)\
915,la,la,DET:def:obj:femi:sg,25,Det,Det,le,C/V\
916,terre,terre,NOM:obj:femi:sg,25,N,N,,'C/V\.C/(e)\
917,per,per,PRE,25,Pre,Pre,par,C/V\
918,son,son,DET:poss:obj:masc:sg,25,Det,Det,son4,C/V\
919,sens,sens,NOM:obj:masc:sg,25,N,N,,C/V\
920,et,et,CON:coord,25,Crd,Crd,et,/V\
921,engin,engin,NOM:obj:masc:sg,25,N,N,,/V\.'C/V\
922,que,que,PROCON,25,Qux,Qux,que,C/(e)\
923,il,il,PRO:pers:suj:3:masc:sg:unb,25,Prn,Prn$,il,/V\
924,avoit,avoit,VER:impf:3:sg,25,Vfin,Vfin,avoir,/V\.'C/V\
925,mult,mult,ADV,25,QIs,QIs,moult,C/V\
926,cler,cler,ADJ:obj:masc:sg,25,Adj,Adj,clair,C/V\
927,et,et,CON:coord,25,Crd,Crd,et,/V\
928,mult,mult,ADV,25,QIs,QIs,moult,C/V\
929,bon,bon,ADJ:obj:masc:sg,25,Adj,Adj,bon,C/V\
930,les,les,PRO:pers:acc:3:masc:pl,25,Prn,Prn$$,le,C/V\
931,mist,mist,VER:simp:3:sg,25,Vfin,Vfin,mettre,C/V\
932,en,en,PRO:clit,25,Pre,Pre,en,/V\
933,ce,ce,PRO:invar,25,Prn,Prn,ce,C/(e)\
934,que,que,PROCON,25,Qux,Qux,que,C/(e)\
935,il,il,PRO:pers:suj:3:masc:pl,25,Prn,Prn$,il,/V\
936,loerent,loerent,VER:simp:3:pl,25,Vfin,Vfin,louer,C/V\.'C/V\.C/e\
937,et,et,CON:coord,25,Crd,Crd,et,/V\
938,voltrent,voltrent,VER:simp:3:pl,25,Vfin,Vfin,,'C/V\.C/e\
939,ensi,ensi,ADV,25,Adv,Adv,ainsi,/V\.'C/V\
940,les,les,PRO:pers:acc:3:masc:pl,25,Prn,Prn$$,le,C/V\
941,mist,mist,VER:simp:3:sg,25,Vfin,Vfin,mettre,C/V\
942,puis,puis,ADV,25,PrA,PrA,puis,C/V\
943,.c.,.c.,ADJ:card,25,QIs,QIs,cent,C/V\
944,puis,puis,ADV,25,PrA,PrA,puis,C/V\
945,_deus_,deus,ADJ:card,25,QIs,QIs,deux,C/V\
946,.c.,.c.,ADJ:card,25,QIs,QIs,cent,C/V\
947,puis,puis,ADV,25,PrA,PrA,puis,C/V\
948,.m.,.m.,ADJ:card,25,QIs,QIs,mille,'C/V\.C/(e)\
949,tant,tant,ADV,25,QIs,QIs,tant,C/V\
950,que,que,PROCON,25,Sub,Sub,que,C/(e)\
951,tuit,tuit,PRO:ind:suj:masc:pl,25,QIs,QIs,tout,C/V\
952,le,le,PRO:pers:obj:3:masc:sg:unb,25,Prn,Prn$$,le,C/(e)\
953,creanterent,creanterent,VER:simp:3:pl,25,Vfin,Vfin,,C/(V)\./V\.'C/V\.C/e\
954,et,et,CON:coord,25,Crd,Crd,et,/V\
955,loerent,loerent,VER:simp:3:pl,25,Vfin,Vfin,louer,C/V\.'C/V\.C/e\
956,puis,puis,ADV,25,PrA,PrA,puis,C/V\
957,en,en,PRO:clit,25,Prn,Prn$$,en2,/V\
958,asembla,asembla,VER:simp:3:sg,25,Vfin,Vfin,assembler,/V\.C/V\.'C/V\
959,ensemble,ensemble,ADV,25,Adv,Adv,ensemble,/V\.'C/V\.C/(e)\
960,bien,bien,ADV,25,Adv,Adv,bien,C/V\
961,.x.,.x.,ADJ:card,25,QIs,QIs,dix,C/V\
962,.m.,.m.,ADJ:card,25,QIs,QIs,mille,'C/V\.C/(e)\
963,en,en,PRE,25,Pre,Pre,en,/V\
964,la,la,DET:def:obj:femi:sg,25,Det,Det,le,C/V\
965,chapelle,chapelle,NOM:obj:femi:sg,25,N,N,,C/V\.'C/V\.C/(e)\
966,de,de,PRE,25,Pre,Pre,de,C/(e)\
967,saint,saint,ADJ:obj:masc:sg,25,Adj,Adj,saint,C/V\
968,marc,marc,NPR:obj:masc:sg,25,N,N,,C/V\
969,la,la,DET:def:obj:femi:sg,25,Det,Det,le,C/V\
970,plus,plus,ADV,25,Adv,Adv,plus,C/V\
971,bele,bele,ADJ:obj:femi:sg,25,Adj,Adj,beau,'C/V\.C/(e)\
972,qui,qui,PROCON,25,Qux,Qux,qui,C/V\
973,soit,soit,VER:subp:3:sg,25,Vfin,Vfin,être,C/V\
974,et,et,CON:coord,25,Crd,Crd,et,/V\
975,si,si,PROCON,25,Adv,Adv,si4,C/V\
976,lor,lor,PRO:pers:dat:3:pl,25,Prn,Prn$$,leur,C/V\
977,dist,dist,VER:simp:3:sg,25,Vfin,Vfin,dire,C/V\
978,que,que,PROCON,25,Sub,Sub,que,C/(e)\
979,il,il,PRO:pers:suj:3:masc:pl,25,Prn,Prn$,il,/V\
980,oissent,oïssent,VER:subi:3:pl,25,Vfin,Vfin,ouïr,/V\.'C/V\.C/e\
981,messe,messe,NOM:obj:femi:sg,25,N,N,,'C/V\.C/(e)\
982,del,del,PREDET:de:obj:masc:sg,25,Pre+Det,Pre+Det,de.le,C/V\
983,saint,saint,ADJ:obj:masc:sg,25,Adj,Adj,saint,C/V\
984,espirit,espirit,NOM:obj:masc:sg,25,N,N,,/V\.'C/V\
985,et,et,CON:coord,25,Crd,Crd,et,/V\
986,preiassent,preiassent,VER:subi:3:pl,25,Vfin,Vfin,prier,C/V\.'C/V\.C/e\
987,dieu,dieu,NOM:obj:masc:sg,25,N,N,,C/V\
988,que,que,PROCON,25,Sub,Sub,que,C/(e)\
989,il,il,PRO:pers:suj:3:masc:sg:unb,25,Prn,Prn$,il,/V\
990,les,les,PRO:pers:acc:3:masc:pl,25,Prn,Prn$$,le,C/V\
991,conseillast,conseillast,VER:subi:3:sg,25,Vfin,Vfin,conseiller2,C/V\.C/V\.'C/V\
992,de,de,PRE,25,Pre,Pre,de,C/(e)\
993,la,la,DET:def:obj:femi:sg,25,Det,Det,le,C/V\
994,requeste,requeste,NOM:obj:femi:sg,25,N,N,,C/V\.'C/V\.C/(e)\
995,as,as,PREDET:a:obj:masc:pl,25,Pre+Det,Pre+Det,à.le,/V\
996,messages,messages,NOM:obj:masc:pl,25,N,N,,C/V\.'C/V\.C/e\
997,que,que,PROCON,25,Qux,Qux,que,C/(e)\
998,il,il,PRO:pers:suj:3:masc:pl,25,Prn,Prn$,il,/V\
999,lor,lor,PRO:pers:dat:3:pl,25,Prn,Prn$$,leur,C/V\
1000,avoient,avoient,VER:impf:3:pl,25,Vfin,Vfin,avoir,/V\.'C/V\./e\
1001,faite,faite,VER:pper:femi:sg,25,Vpp,Vpp,faire,'C/V\.C/(e)\
1002,et,et,CON:coord,25,Crd,Crd,et,/V\
1003,il,il,PRO:pers:suj:3:masc:pl,25,Prn,Prn,il,/V\
1004,si,si,PROCON,25,Adv,Adv,si4,C/V\
1005,firent,firent,VER:simp:3:pl,25,Vfin,Vfin,faire,'C/V\.C/e\
1006,mult,mult,ADV,25,QIs,QIs,moult,C/V\
1007,volentiers,volentiers,ADV,25,Adv,Adv,volentiers,C/V\.C/V\.'C/V\
1008,quant,quant,ADV,26,Sub,Sub,quand,C/V\
1009,la,la,DET:def:suj:femi:sg,26,Det,Det,le,C/V\
1010,messe,messe,NOM:suj:femi:sg,26,N,N,,'C/V\.C/(e)\
1011,fu,fu,VER:simp:3:sg,26,Vfin,Vfin,être,C/V\
1012,dite,dite,VER:pper:femi:sg,26,Vpp,Vpp,dire,'C/V\.C/(e)\
1013,li,li,DET:def:suj:masc:sg,26,Det,Det,le,C/V\
1014,dux,dux,NOM:suj:masc:sg,26,N,N,,C/V\
1015,manda,manda,VER:simp:3:sg,26,Vfin,Vfin,mander,C/V\.'C/V\
1016,por,por,PRE,26,Pre,Pre,pour,C/V\
1017,les,les,DET:def:obj:masc:pl,26,Det,Det,le,C/V\
1018,messages,messages,NOM:obj:masc:pl,26,N,N,,C/V\.'C/V\.C/e\
1019,et,et,CON:coord,26,Crd,Crd,et,/V\
1020,que,que,PROCON,26,Sub,Sub,que,C/(e)\
1021,il,il,PRO:pers:suj:3:masc:pl,26,Prn,Prn$,il,/V\
1022,requissent,requissent,VER:subi:3:pl,26,Vfin,Vfin,requérir,C/V\.'C/V\.C/e\
1023,a,a,PRE,26,Pre,Pre,à,/V\
1024,tot,tot,DET:ind:obj:masc:sg,26,QIs,QIs,tout,C/V\
1025,le,le,DET:def:obj:masc:sg,26,Det,Det,le,C/(e)\
1026,pueple,pueple,NOM:obj:masc:sg,26,N,N,,'C/V\.C/(e)\
1027,hunblement,hunblement,ADV,26,Adv,Adv,,/V\.C/e\.'C/V\
1028,que,que,PROCON,26,Sub,Sub,que,C/(e)\
1029,il,il,PRO:pers:suj:3:masc:pl,26,Prn,Prn$,il,/V\
1030,volsissent,volsissent,VER:subi:3:pl,26,Vfin,Vfin,vouloir,C/V\.'C/V\.C/e\
1031,que,que,PROCON,26,Sub,Sub,que,C/(e)\
1032,cele,cele,DET:demo:suj:femi:sg,26,Dem,Dem,cil,'C/V\.C/(e)\
1033,convenance,convenance,NOM:suj:femi:sg,26,N,N,,C/V\.C/e\.'C/V\.C/(e)\
1034,fust,fust,VER:subi:3:sg,26,Vfin,Vfin,être,C/V\
1035,faite,faite,VER:pper:femi:sg,26,Vpp,Vpp,faire,'C/V\.C/(e)\
1036,li,li,DET:def:suj:masc:pl,26,Det,Det,le,C/V\
1037,message,message,NOM:suj:masc:pl,26,N,N,,C/V\.'C/V\.C/(e)\
1038,vindrent,vindrent,VER:simp:3:pl,26,Vfin,Vfin,venir,'C/V\.C/e\
1039,el,el,PREDET:en:obj:masc:sg,26,Pre+Det,Pre+Det,en.le,/V\
1040,mostier,mostier,NOM:obj:masc:sg,26,N,N,,C/V\.'C/V\
1041,mult,mult,ADV,26,QIs,QIs,moult,C/V\
1042,furent,furent,VER:simp:3:pl,26,Vfin,Vfin,être,'C/V\.C/e\
1043,esgardé,esgardé,VER:pper:masc:sg,26,Vpp,Vpp,égarder,/V\.C/V\.'C/V\
1044,de,de,PRE,26,Pre,Pre,de,C/(e)\
1045,mainte,mainte,DET:ind:obj:femi:sg,26,QIs,QIs,maint,'C/V\.C/(e)\
1046,gent,gent,NOM:obj:femi:sg,26,N,N,,C/V\
1047,qu,qu,PROCON,26,Crd,Crd,que,C/\
1048,il,il,PRO:pers:suj:3:masc:pl,26,Prn,Prn$,il,/V\
1049,n,n,PRO:clit,26,Neg,Neg$$,ne,C/\
1050,es,es,PRO:pers:acc:3:masc:pl,26,Prn,Prn$$,le,/V\
1051,avoient,avoient,VER:impf:3:pl,26,Vfin,Vfin,avoir,/V\.'C/V\./e\
1052,ainc,ainc,ADV,26,Adv,Adv,onques,/V\
1053,mais,mais,CON:coord,26,Adv,Adv,mais,C/V\
1054,veuz,veüz,VER:pper:masc:pl,26,Vpp,Vpp,voir,C/(V)\.'/V\
1055,jofrois,jofrois,NPR:suj:masc:sg,27,N,N,,C/V\.'C/V\
1056,de,de,PRE,27,Pre,Pre,de,C/(e)\
1057,vilehardoin,vilehardoin,NPR:obj:masc:sg,27,N,N,,C/V\.C/e\.C/V\.C/V\.'C/V\
1058,li,li,DET:def:suj:masc:sg,27,Det,Det,le,C/V\
1059,mareschaus,mareschaus,NOM:suj:masc:sg,27,N,N,,C/V\.C/V\.'C/V\
1060,de,de,PRE,27,Pre,Pre,de,C/(e)\
1061,campaigne,campaigne,NPR:obj:femi:sg,27,N,N,,C/V\.'C/V\.C/(e)\
1062,moustra,moustra,VER:simp:3:sg,27,Vfin,Vfin,montrer,C/V\.'C/V\
1063,la,la,DET:def:obj:femi:sg,27,Det,Det,le,C/V\
1064,parole,parole,NOM:obj:femi:sg,27,N,N,,C/V\.'C/V\.C/(e)\
1065,par,par,PRE,27,Pre,Pre,par,C/V\
1066,l,l,DET:def:obj:masc:sg,27,Det,Det,le,C/\
1067,acort,acort,NOM:obj:masc:sg,27,N,N,,/V\.'C/V\
1068,et,et,CON:coord,27,Crd,Crd,et,/V\
1069,par,par,PRE,27,Pre,Pre,par,C/V\
1070,la,la,DET:def:obj:femi:sg,27,Det,Det,le,C/V\
1071,volente,volenté,NOM:obj:femi:sg,27,N,N,,C/V\.C/V\.'C/V\
1072,as,as,PREDET:a:obj:masc:pl,27,Pre+Det,Pre+Det,à.le,/V\
1073,autres,autres,ADJ:obj:masc:pl,27,Adj,Adj,autre,'/V\.C/e\
1074,messages,messages,NOM:obj:masc:pl,27,N,N,,C/V\.'C/V\.C/e\
1075,et,et,CON:coord,27,Crd,Crd,et,/V\
1076,lor,lor,PRO:pers:dat:3:pl,27,Prn,Prn$$,leur,C/V\
1077,dist,dist,VER:simp:3:sg,27,Vfin,Vfin,dire,C/V\
1078,"""","""",PON:cit,27,Pnc,Pnc,,
1079,seignor,seignor,NOM:suj:masc:pl,27,N,N,,C/V\.'C/V\
1080,li,li,DET:def:suj:masc:pl,27,Det,Det,le,C/V\
1081,baron,baron,NOM:suj:masc:pl,27,N,N,,C/V\.'C/V\
1082,de,de,PRE,27,Pre,Pre,de,C/(e)\
1083,france,france,NPR:obj:femi:sg,27,N,N,,'C/V\.C/(e)\
1084,li,li,DET:def:suj:masc:pl,27,Det,Det,le,C/V\
1085,plus,plus,ADV,27,Adv,Adv,plus,C/V\
1086,halt,halt,ADJ:suj:masc:pl,27,Adj,Adj,haut,C/V\
1087,et,et,CON:coord,27,Crd,Crd,et,/V\
1088,li,li,DET:def:suj:masc:sg,27,Det,Det,le,C/V\
1089,plus,plus,ADV,27,Adv,Adv,plus,C/V\
1090,poestei,poestei,ADJ:suj:masc:pl,27,Adj,Adj,,C/V\.C/V\.C/(V)\.'/V\
1091,nos,nos,PRO:pers:1:pl,27,Prn,Prn$$,nous,C/V\
1092,ont,ont,VER:pres:3:pl,27,Vfin,Vfin,avoir,/V\
1093,a,a,PRE,27,Pre,Pre,à,/V\
1094,voz,voz,PRO:pers:obj:2:pl:bet,27,Prn,Prn,vous,C/V\
1095,envoiez,envoiez,VER:pper:masc:pl,27,Vpp,Vpp,envoyer,/V\.C/V\.'C/V\
1096,si,si,PROCON,27,Adv,Adv,si4,C/V\
1097,vos,vos,PRO:pers:2:pl,27,Prn,Prn$$,vous,C/V\
1098,crient,crient,VER:pres:3:pl,27,Vfin,Vfin,crier,C/V\
1099,merci,merci,NOM:obj:femi:sg,27,N,N,,C/V\.'C/V\
1100,que,que,PROCON,27,Sub,Sub,que,C/(e)\
1101,il,il,PRO:pers:suj:3:masc:sg:unb,27,Prn,Prn$,il,/V\
1102,vos,vos,PRO:pers:2:pl,27,Prn,Prn$$,vous,C/V\
1103,preigne,preigne,VER:subp:3:sg,27,Vfin,Vfin,prendre,'C/V\.C/(e)\
1104,pitiez,pitiez,NOM:suj:femi:sg,27,N,N,,C/V\.'C/V\
1105,de,de,PRE,27,Pre,Pre,de,C/(e)\
1106,jerusalem,jerusalem,NPR:obj:masc:sg,27,N,N,,C/V\.C/V\.C/V\.'C/V\
1107,qui,qui,PROCON,27,Qux,Qux,qui,C/V\
1108,est,est,VER:pres:3:sg,27,Vfin,Vfin,être,/V\
1109,en,en,PRO:clit,27,Pre,Pre,en,/V\
1110,servage,servage,NOM:obj:masc:sg,27,N,N,,C/V\.'C/V\.C/(e)\
1111,de,de,PRE,27,Pre,Pre,de,C/(e)\
1112,turs,turs,NOM:obj:femi:pl,27,N,N,,C/V\
1113,que,que,PROCON,27,Sub,Sub,que,C/(e)\
1114,vos,vos,PRO:pers:2:pl,27,Prn,Prn,vous,C/V\
1115,por,por,PRE,27,Pre,Pre,pour,C/V\
1116,dieu,dieu,NOM:obj:masc:sg,27,N,N,,C/V\
1117,voilliez,voilliez,VER:subp:2:pl,27,Vfin,Vfin,vouloir,C/V\.'C/V\
1118,lor,lor,DET:poss:obj:femi:sg,27,Det,Det,leur2,C/V\
1119,compaignie,compaignie,NOM:obj:femi:sg,27,N,N,,C/V\.C/V\.'C/V\./(e)\
1120,a,a,PRE,27,Pre,Pre,à,/V\
1121,la,la,DET:def:obj:femi:sg,27,Det,Det,le,C/V\
1122,honte,honte,NOM:obj:femi:sg,27,N,N,,'C/V\.C/(e)\
1123,jesu,jesu,NPR:obj:masc:sg,27,N,N,,C/V\.'C/V\
1124,crist,crist,NPR:obj:masc:sg,27,N,N,,C/V\
1125,vengier,vengier,VER:infi,27,Vinf,Vinf,,C/V\.'C/V\
1126,et,et,CON:coord,27,Crd,Crd,et,/V\
1127,por,por,PRE,27,Pre,Pre,pour,C/V\
1128,ce,ce,PRO:invar,27,Prn,Prn,ce,C/(e)\
1129,vos,vos,PRO:pers:2:pl,27,Prn,Prn$$,vous,C/V\
1130,i,i,PRO:clit,27,Prn,Prn$$,y2,/V\
1131,ont,ont,VER:pres:3:pl,27,Vfin,Vfin,avoir,/V\
1132,eslis,eslis,VER:pper:masc:pl,27,Vpp,Vpp,élire,/V\.'C/V\
1133,que,que,PROCON,27,Sub,Sub,que,C/(e)\
1134,il,il,PRO:pers:suj:3:masc:pl,27,Prn,Prn$,il,/V\
1135,sevent,sevent,VER:pres:3:pl,27,Vfin,Vfin,savoir,'C/V\.C/e\
1136,que,que,PROCON,27,Sub,Sub,que,C/(e)\
1137,nulles,nulles,DET:ind:suj:femi:pl,27,QIs,QIs,nul,'C/V\.C/e\
1138,genz,genz,NOM:suj:femi:pl,27,N,N,,C/V\
1139,n,n,PRO:clit,27,Neg,Neg$$,ne,C/\
1140,ont,ont,VER:pres:3:pl,27,Vfin,Vfin,avoir,/V\
1141,si,si,PROCON,27,Adv,Adv,si4,C/V\
1142,grant,grant,ADJ:obj:masc:sg,27,Adj,Adj,grand,C/V\
1143,pooir,pooir,VER:infi,27,N,N,pouvoir,C/V\.'C/V\
1144,qui,qui,PROCON,27,Qux,Qux,qui,C/V\
1145,sor,sor,PRE,27,PrA,PrA,sur,C/V\
1146,mer,mer,NOM:obj:femi:sg,27,N,N,,C/V\
1147,soient,soient,VER:subp:3:pl,27,Vfin,Vfin,être,'C/V\./e\
1148,conme,conme,CON:subord,27,Sub,Sub,comme,'C/V\.C/(e)\
1149,vos,vos,PRO:pers:2:pl,27,Prn,Prn,vous,C/V\
1150,et,et,CON:coord,27,Crd,Crd,et,/V\
1151,la,la,DET:def:suj:femi:sg,27,Det,Det,le,C/V\
1152,vostre,vostre,DET:poss:suj:femi:sg,27,Det,Det,votre,'C/V\.C/(e)\
1153,genz,genz,NOM:suj:femi:sg,27,N,N,,C/V\
1154,et,et,CON:coord,27,Crd,Crd,et,/V\
1155,nos,nos,PRO:pers:1:pl,27,Prn,Prn$$,nous,C/V\
1156,conmanderent,conmanderent,VER:simp:3:pl,27,Vfin,Vfin,commander,C/V\.C/V\.'C/V\.C/e\
1157,que,que,PROCON,27,Sub,Sub,que,C/(e)\
1158,nos,nos,PRO:pers:1:pl,27,Prn,Prn$,nous,C/V\
1159,vos,vos,PRO:pers:2:pl,27,Prn,Prn$$,vous,C/V\
1160,enchaissiens,enchaissiens,VER:subi:1:pl,27,Vfin,Vfin,,/V\.C/V\.C/V\.'C/V\
1161,as,as,PREDET:a:obj:masc:pl,27,Pre+Det,Pre+Det,à.le,/V\
1162,piez,piez,NOM:obj:masc:pl,27,N,N,,C/V\
1163,et,et,CON:coord,27,Crd,Crd,et,/V\
1164,que,que,PROCON,27,Sub,Sub,que,C/(e)\
1165,nos,nos,PRO:pers:1:pl,27,Prn,Prn$,nous,C/V\
1166,n,n,PRO:clit,27,Neg,Neg$$,ne,C/\
1167,leveissiens,leveissiens,VER:subi:1:pl,27,Vfin,Vfin,lever,C/V\.C/(V)\./V\.'C/V\
1168,des,des,PRE,27,Pre,Pre,dès,C/V\
1169,que,que,PROCON,27,Sub,Sub,que,C/(e)\
1170,vos,vos,PRO:pers:2:pl,27,Prn,Prn$,vous,C/V\
1171,ariés,ariés,VER:cond:2:pl,27,Vfin,Vfin,avoir,/V\.C/<V>\.'/V\
1172,otroié,otroié,VER:pper:masc:sg,27,Vpp,Vpp,octroyer,/V\.C/V\.'C/V\
1173,que,que,PROCON,27,Sub,Sub,que,C/(e)\
1174,vos,vos,PRO:pers:2:pl,27,Prn,Prn$,vous,C/V\
1175,ariez,ariez,VER:cond:2:pl,27,Vfin,Vfin,avoir,/V\.C/<V>\.'/V\
1176,pitie,pitié,NOM:obj:femi:sg,27,N,N,,C/V\.'C/V\
1177,de,de,PRE,27,Pre,Pre,de,C/(e)\
1178,la,la,DET:def:obj:femi:sg,27,Det,Det,le,C/V\
1179,terre,terre,NOM:obj:femi:sg,27,N,N,,'C/V\.C/(e)\
1180,sainte,sainte,ADJ:obj:femi:sg,27,Adj,Adj,saint,'C/V\.C/(e)\
1181,d,d,PRE,27,Pre,Pre,de,C/\
1182,outremer,outremer,ADV,27,Adv,Adv,outremer,/V\.C/e\.'C/V\
1183,"""","""",PON:cit,27,Pnc,Pnc,,
1184,mantenant,mantenant,ADV,28,Adv,Adv,maintenant,C/V\.C/e\.'C/V\
1185,li,li,DET:def:suj:masc:pl,28,Det,Det,le,C/V\
1186,.vi.,.vi.,ADJ:card,28,QIs,QIs,six,C/V\
1187,message,message,NOM:suj:masc:pl,28,N,N,,C/V\.'C/V\.C/(e)\
1188,s,s,PROCON,28,Prn,Prn$$,se,C/\
1189,agenoillent,agenoillent,VER:pres:3:pl,28,Vfin,Vfin,,/V\.C/e\.'C/V\.C/e\
1190,a,a,PRE,28,Pre,Pre,à,/V\
1191,lor,lor,DET:poss:obj:masc:pl,28,Det,Det,leur2,C/V\
