wd_id,word,lex_id,pos_nca,chapter_id,textlineid,syntag,syntag2,lemma,syllabified
342,apeloit,apeloit,VER:impf:3:sg,5,159,Vfin,Vfin,appeler,/V\.C/e\.'C/V\
343,s,s,DET:poss:obj:femi:sg,5,159,Det,Det,son4,C/\
344,ayde,ayde,NOM:obj:femi:sg,5,159,N,N,,'/V\.C/(e)\
345,par,par,PRE,5,159,Pre,Pre,par,C/V\
346,ces,ces,DET:demo:obj:femi:pl,5,159,Dem,Dem,cist,C/V\
347,paroles,paroles,NOM:obj:femi:pl,5,159,N,N,,C/V\.'C/V\.C/e\
348,:,:,PON,5,159,Pnc,Pnc,,
349,"""","""",PON:cit,5,159,Pnc,Pnc,,
350,mon,mon,DET:poss:suj:masc:sg,5,159,Det,Det,mon,C/V\
351,seigneur,seigneur,NOM:suj:masc:sg,5,159,N,N,,C/V\.'C/V\
352,saint,saint,ADJ:suj:masc:sg,5,159,Adj,Adj,saint,C/V\
353,loys,loys,NPR:suj:masc:sg,5,159,N,N,,C/V\
354,",",",",PON,5,159,Pnc,Pnc,,
355,ayde,ayde,VER:impe:2:sg,5,159,Vfin,Vfin,aider,'/V\.C/(e)\
356,moi,moi,PRO:pers:obj:1:sg:bet,5,159,Prn,Prn%%,moi,C/V\
357,et,et,CON:coord,5,159,Crd,Crd,et,/V\
358,me,me,PRO:pers:obj:1:sg:unb,5,159,Prn,Prn$$,me,C/(e)\
359,rent,rent,VER:impe:2:sg,5,159,Vfin,Vfin,rendre,C/V\
360,sante,santé,NOM:obj:femi:sg,5,159,N,N,,C/V\.'C/V\
361,!,!,PON,5,159,Pnc,Pnc,,
362,"""","""",PON:cit,5,160,Pnc,Pnc,,
363,et,et,CON:coord,5,160,Crd,Crd,et,/V\
364,lors,lors,ADV,5,160,Adv,Adv,lors,C/V\
365,vint,vint,VER:simp:3:sg,5,160,Vfin,Vfin,venir,C/V\
366,un,un,DET:ndf:obj:masc:sg,5,160,QIs,QIs,un,/V\
367,jour,jour,NOM:obj:masc:sg,5,160,N,N,,C/V\
368,que,que,PROCON,5,160,Qux,Qux,que,C/(e)\
369,la,la,DET:def:suj:femi:sg,5,160,Det,Det,le,C/V\
370,dite,dite,VER:pper:femi:sg,5,160,Vpp,Vpp,dire,'C/V\.C/(e)\
371,amelot,amelot,NPR:suj:femi:sg,5,160,N,N,,/V\.C/e\.'C/V\
372,se,se,PROCON,5,160,Prn,Prn$$,se,C/(e)\
373,gesoit,gesoit,VER:impf:3:sg,5,160,Vfin,Vfin,gésir,C/V\.'C/V\
374,malade,malade,ADJ:suj:femi:sg,5,160,Adj,Adj,,C/V\.'C/V\.C/(e)\
375,delez,delez,PRE,5,160,PrA,PrA,delez,C/V\.'C/V\
376,le,le,DET:def:obj:masc:sg,5,160,Det,Det,le,C/(e)\
377,tombel,tombel,NOM:obj:masc:sg,5,160,N,N,,C/V\.'C/V\
378,ausi,ausi,ADV,5,160,Adv,Adv,aussi,/V\.'C/V\
379,com,com,CON:subord,5,160,Sub,Sub,comme,C/V\
380,ele,ele,PRO:pers:suj:3:femi:sg,5,160,Prn,Prn$,elle,'/V\.C/(e)\
381,avoit,avoit,VER:impf:3:sg,5,160,Vfin,Vfin,avoir,/V\.'C/V\
382,acoustumé,acoustumé,VER:pper:masc:sg,5,160,Vpp,Vpp,,/V\.C/V\.C/V\.'C/V\
383,",",",",PON,5,160,Pnc,Pnc,,
384,si,si,PROCON,5,160,Adv,Adv,si4,C/V\
385,se,se,PROCON,5,160,Prn,Prn$$,se,C/(e)\
386,commenca,commenca,VER:simp:3:sg,5,160,Vfin,Vfin,commencer,C/V\.C/V\.'C/V\
387,petit,petit,ADV,5,160,Adj,Adj,petit,C/V\.'C/V\
388,et,et,CON:coord,5,160,Crd,Crd,et,/V\
389,petit,petit,ADV,5,160,Adj,Adj,petit,C/V\.'C/V\
390,a,a,PRE,5,160,Pre,Pre,à,/V\
391,esdrecier,esdrecier,VER:infi,5,160,Vinf,Vinf,,/V\.C/V\.'C/V\
392,et,et,CON:coord,5,160,Crd,Crd,et,/V\
393,mist,mist,VER:simp:3:sg,5,160,Vfin,Vfin,mettre,C/V\
394,ses,ses,DET:poss:obj:femi:pl,5,160,Det,Det,son4,C/V\
395,mains,mains,NOM:obj:femi:pl,5,160,N,N,,C/V\
396,a,a,PRE,5,160,Pre,Pre,à,/V\
397,un,un,DET:ndf:obj:masc:sg,5,160,QIs,QIs,un,/V\
398,tabernacle,tabernacle,NOM:obj:masc:sg,5,160,N,N,,C/V\.C/e\.'C/V\.C/(e)\
399,de,de,PRE,5,160,Pre,Pre,de,C/(e)\
400,fust,fust,NOM:obj:masc:sg,5,160,N,N,,C/V\
401,qui,qui,PROCON,5,160,Qux,Qux,qui,C/V\
402,adonc,adonc,ADV,5,160,Adv,Adv,adonc,/V\.'C/V\
403,estoit,estoit,VER:impf:3:sg,5,160,Vfin,Vfin,être,/V\.'C/V\
404,sus,sus,ADV,5,160,PrA,PrA,sus,C/V\
405,le,le,DET:def:obj:masc:sg,5,160,Det,Det,le,C/(e)\
406,tombel,tombel,NOM:obj:masc:sg,5,160,N,N,,C/V\.'C/V\
407,.,.,PON,5,160,Pnc,Pnc,,
408,et,et,CON:coord,5,161,Crd,Crd,et,/V\
409,lors,lors,ADV,5,161,Adv,Adv,lors,C/V\
410,en,en,PRE,5,161,Pre,Pre,en,/V\
411,apres,aprés,PRE,5,161,PrA,PrA,après,/V\.'C/V\
412,ele,ele,PRO:pers:suj:3:femi:sg,5,161,Prn,Prn$,elle,'/V\.C/(e)\
413,s,s,PROCON,5,161,Prn,Prn$$,se,C/\
414,esdreca,esdreca,VER:simp:3:sg,5,161,Vfin,Vfin,,/V\.C/V\.'C/V\
415,",",",",PON,5,161,Pnc,Pnc,,
416,et,et,CON:coord,5,161,Crd,Crd,et,/V\
417,donc,donc,ADV,5,161,Adv,Adv,donc,C/V\
418,len,len,PRO:invar,5,161,Prn,Prn$,on,C/V\
419,ooit,ooit,VER:impf:3:sg,5,161,Vfin,Vfin,ouïr,/V\.'C/V\
420,ses,ses,DET:poss:obj:masc:pl,5,161,Det,Det,son4,C/V\
421,os,os,NOM:obj:masc:pl,5,161,N,N,,/V\
422,hurter,hurter,VER:infi,5,161,Vinf,Vinf,,C/V\.'C/V\
423,l,l',DET:def:obj:masc:sg,5,161,Det,Det,le,C/\
424,un,un,DET:ndf:obj:masc:sg,5,161,QIs,QIs,un,/V\
425,a,a,PRE,5,161,Pre,Pre,à,/V\
426,l,l',DET:def:obj:masc:sg,5,161,Det,Det,le,C/\
427,autre,autre,ADJ:obj:masc:sg,5,161,Adj,Adj,autre,'/V\.C/(e)\
428,et,et,CON:coord,5,161,Crd,Crd,et,/V\
429,defroissier,defroissier,VER:infi,5,161,Vinf,Vinf,,C/V\.C/V\.'C/V\
430,",",",",PON,5,161,Pnc,Pnc,,
431,et,et,CON:coord,5,161,Crd,Crd,et,/V\
432,ala,ala,VER:simp:3:sg,5,161,Vfin,Vfin,aller,/V\.'C/V\
433,par,par,PRE,5,161,Pre,Pre,par,C/V\
434,soi,soi,PRO:pers:obj:3:masc:sg:bet,5,161,Prn,Prn,soi,C/V\
435,sus,sus,ADV,5,161,PrA,PrA,sus,C/V\
436,piez,piez,NOM:obj:masc:pl,5,161,N,N,,C/V\
437,sanz,sanz,PRE,5,161,Pre,Pre,sans,C/V\
438,autre,autre,ADJ:obj:masc:sg,5,161,Adj,Adj,autre,'/V\.C/(e)\
439,soustenement,soustenement,NOM:obj:masc:sg,5,161,N,N,,C/V\.C/V\.C/e\.'C/V\
440,toute,toute,PRO:ind:suj:femi:sg,5,161,QIs,QIs,tout,'C/V\.C/(e)\
441,droite,droite,ADJ:suj:femi:sg,5,161,Adj,Adj,droit2,'C/V\.C/(e)\
442,au,au,PREDET:a:obj:masc:sg,5,161,Pre+Det,Pre+Det,à.le,/V\
443,grant,grant,ADJ:obj:masc:sg,5,161,Adj,Adj,grand,C/V\
444,autel,autel,NOM:obj:masc:sg,5,161,N,N,,/V\.'C/V\
445,qui,qui,PROCON,5,161,Qux,Qux,qui,C/V\
446,est,est,VER:pres:3:sg,5,161,Vfin,Vfin,être,/V\
447,loing,loing,ADV,5,161,Adv,Adv,loin,C/V\
448,d,d',PRE,5,161,Pre,Pre,de,C/\
449,ilecques,ilecques,ADV,5,161,Adv,Adv,illuec,/V\.'C/V\.C/e\
450,par,par,PRE,5,161,Pre,Pre,par,C/V\
451,trois,trois,ADJ:card,5,161,QIs,QIs,trois,C/V\
452,toises,toises,NOM:obj:femi:pl,5,161,N,N,,'C/V\.C/e\
453,ou,ou,PROCON,5,161,Crd,Crd,ou,/V\
454,environ,environ,ADV,5,161,PrA,PrA,environ,/V\.C/V\.'C/V\
455,",",",",PON,5,161,Pnc,Pnc,,
456,et,et,CON:coord,5,161,Crd,Crd,et,/V\
457,revint,revint,VER:simp:3:sg,5,161,Vfin,Vfin,revenir,C/V\.'C/V\
458,ensement,ensement,ADV,5,161,Adv,Adv,ensement,/V\.C/e\.'C/V\
459,au,au,PREDET:a:obj:masc:sg,5,161,Pre+Det,Pre+Det,à.le,/V\
460,tombel,tombel,NOM:obj:masc:sg,5,161,N,N,,C/V\.'C/V\
461,.,.,PON,5,161,Pnc,Pnc,,
462,et,et,CON:coord,5,162,Crd,Crd,et,/V\
463,en,en,PRE,5,162,Pre,Pre,en,/V\
464,ce,ce,DET:demo:obj:masc:sg,5,162,Dem,Dem,cist,C/(e)\
465,meesme,meesme,ADJ:obj:masc:sg,5,162,Adj,Adj,même,C/(V)\.'/V\.C/(e)\
466,jour,jour,NOM:obj:masc:sg,5,162,N,N,,C/V\
467,la,la,DET:def:suj:femi:sg,5,162,Det,Det,le,C/V\
468,dite,dite,VER:pper:femi:sg,5,162,Vpp,Vpp,dire,'C/V\.C/(e)\
469,amelot,amelot,NPR:suj:femi:sg,5,162,N,N,,/V\.C/e\.'C/V\
470,ala,ala,VER:simp:3:sg,5,162,Vfin,Vfin,aller,/V\.'C/V\
471,droite,droite,ADJ:suj:femi:sg,5,162,Adj,Adj,droit2,'C/V\.C/(e)\
472,seur,seur,PRE,5,162,PrA,PrA,sur,C/V\
473,ses,ses,DET:poss:obj:masc:pl,5,162,Det,Det,son4,C/V\
474,piez,piez,NOM:obj:masc:pl,5,162,N,N,,C/V\
475,par,par,PRE,5,162,Pre,Pre,par,C/V\
476,soi,soi,PRO:pers:obj:3:masc:sg:bet,5,162,Prn,Prn,soi,C/V\
477,par,par,PRE,5,162,Pre,Pre,par,C/V\
478,l,l',DET:def:obj:femi:sg,5,162,Det,Det,le,C/\
479,eglise,eglise,NOM:obj:femi:sg,5,162,N,N,,/V\.'C/V\.C/(e)\
480,sanz,sanz,PRE,5,162,Pre,Pre,sans,C/V\
481,baston,baston,NOM:obj:masc:sg,5,162,N,N,,C/V\.'C/V\
482,et,et,CON:coord,5,162,Crd,Crd,et,/V\
483,sanz,sanz,PRE,5,162,Pre,Pre,sans,C/V\
484,autre,autre,ADJ:obj:femi:sg,5,162,Adj,Adj,autre,'/V\.C/(e)\
485,ayde,ayde,NOM:obj:femi:sg,5,162,N,N,,'/V\.C/(e)\
486,.,.,PON,5,162,Pnc,Pnc,,
487,et,et,CON:coord,5,163,Crd,Crd,et,/V\
488,pluseurs,pluseurs,DET:ind:suj:femi:pl,5,163,QIs,QIs,plusieurs,C/V\.'C/V\
489,genz,genz,NOM:suj:femi:pl,5,163,N,N,,C/V\
490,corurent,corurent,VER:simp:3:pl,5,163,Vfin,Vfin,,C/V\.'C/V\.C/e\
491,veoir,veoir,VER:infi,5,163,Vinf,Vinf,voir,C/(V)\.'/V\
492,cel,cel,DET:demo:obj:masc:sg,5,163,Dem,Dem,cil,C/V\
493,miracle,miracle,NOM:obj:masc:sg,5,163,N,N,,C/V\.'C/V\.C/(e)\
494,et,et,CON:coord,5,163,Crd,Crd,et,/V\
495,maudisoient,maudisoient,VER:impf:3:pl,5,163,Vfin,Vfin,maudire,C/V\.C/V\.'C/V\./e\
496,les,les,DET:def:obj:masc:pl,5,163,Det,Det,le,C/V\
497,moines,moines,NOM:obj:masc:pl,5,163,N,N,,'C/V\.C/e\
498,qui,qui,PROCON,5,163,Qux,Qux,qui,C/V\
499,ne,ne,PRO:clit,5,163,Neg,Neg$$,ne,C/(e)\
500,sonnoient,sonnoient,VER:impf:3:pl,5,163,Vfin,Vfin,sonner,C/V\.'C/V\./e\
501,les,les,DET:def:obj:femi:pl,5,163,Det,Det,le,C/V\
502,cloches,cloches,NOM:obj:femi:pl,5,163,N,N,,'C/V\.C/e\
503,pour,pour,PRE,5,163,Pre,Pre,pour,C/V\
504,le,le,DET:def:obj:masc:sg,5,163,Det,Det,le,C/(e)\
505,miracle,miracle,NOM:obj:masc:sg,5,163,N,N,,C/V\.'C/V\.C/(e)\
506,.,.,PON,5,163,Pnc,Pnc,,
507,et,et,CON:coord,5,164,Crd,Crd,et,/V\
508,en,en,PRE,5,164,Pre,Pre,en,/V\
509,cel,cel,DET:demo:obj:masc:sg,5,164,Dem,Dem,cil,C/V\
510,meesme,meesme,ADJ:obj:masc:sg,5,164,Adj,Adj,même,C/(V)\.'/V\.C/(e)\
511,jour,jour,NOM:obj:masc:sg,5,164,N,N,,C/V\
512,la,la,DET:def:suj:femi:sg,5,164,Det,Det,le,C/V\
513,dite,dite,VER:pper:femi:sg,5,164,Vpp,Vpp,dire,'C/V\.C/(e)\
514,amelot,amelot,NPR:suj:femi:sg,5,164,N,N,,/V\.C/e\.'C/V\
515,revint,revint,VER:simp:3:sg,5,164,Vfin,Vfin,revenir,C/V\.'C/V\
516,par,par,PRE,5,164,Pre,Pre,par,C/V\
517,soi,soi,PRO:pers:obj:3:masc:sg:bet,5,164,Prn,Prn,soi,C/V\
518,sus,sus,ADV,5,164,PrA,PrA,sus,C/V\
519,ses,ses,DET:poss:obj:masc:pl,5,164,Det,Det,son4,C/V\
520,piez,piez,NOM:obj:masc:pl,5,164,N,N,,C/V\
521,a,a,PRE,5,164,Pre,Pre,à,/V\
522,l,l',DET:def:obj:masc:sg,5,164,Det,Det,le,C/\
523,ostel,ostel,NOM:obj:masc:sg,5,164,N,N,,/V\.'C/V\
524,ace,ace,NPR:obj:masc:sg,5,164,N,N,,'/V\.C/(e)\
525,le,le,DET:def:obj:masc:sg,5,164,Det,Det,le,C/(e)\
526,fevre,fevre,NOM:obj:masc:sg,5,164,N,N,,'C/V\.C/(e)\
527,",",",",PON,5,164,Pnc,Pnc,,
528,eu,eu,PREDET:en:obj:masc:sg,5,164,Pre+Det,Pre+Det,en.le,/(V)\.'/V\
529,quel,quel,ADJ:obj:masc:sg,5,164,Qux,Qux,quel,C/V\
530,hostel,hostel,NOM:obj:masc:sg,5,164,N,N,,/V\.'C/V\
531,ele,ele,PRO:pers:suj:3:femi:sg,5,164,Prn,Prn$,elle,'/V\.C/(e)\
532,estoit,estoit,VER:impf:3:sg,5,164,Vfin,Vfin,être,/V\.'C/V\
533,herbegiee,herbegiee,VER:pper:femi:sg,5,164,Vpp,Vpp,,C/V\.C/V\.'C/V\./(e)\
534,",",",",PON,5,164,Pnc,Pnc,,
535,et,et,CON:coord,5,164,Crd,Crd,et,/V\
536,y,y,PRO:clit,5,164,Prn,Prn$$,y2,/V\
537,ala,ala,VER:simp:3:sg,5,164,Vfin,Vfin,aller,/V\.'C/V\
538,saine,saine,ADJ:suj:femi:sg,5,164,Adj,Adj,,'C/V\.C/(e)\
539,et,et,CON:coord,5,164,Crd,Crd,et,/V\
540,droite,droite,ADJ:suj:femi:sg,5,164,Adj,Adj,droit2,'C/V\.C/(e)\
541,sanz,sanz,PRE,5,164,Pre,Pre,sans,C/V\
542,baston,baston,NOM:obj:masc:sg,5,164,N,N,,C/V\.'C/V\
543,et,et,CON:coord,5,164,Crd,Crd,et,/V\
544,sanz,sanz,PRE,5,164,Pre,Pre,sans,C/V\
545,ayde,ayde,NOM:obj:femi:sg,5,164,N,N,,'/V\.C/(e)\
546,",",",",PON,5,164,Pnc,Pnc,,
547,et,et,CON:coord,5,164,Crd,Crd,et,/V\
548,fu,fu,VER:simp:3:sg,5,164,Vfin,Vfin,être,C/V\
549,apres,aprés,PRE,5,164,PrA,PrA,après,/V\.'C/V\
550,ce,ce,PRO:invar,5,164,Prn,Prn,ce,C/(e)\
551,en,en,PRE,5,164,Pre,Pre,en,/V\
552,l,l',DET:def:obj:masc:sg,5,164,Det,Det,le,C/\
553,ostel,ostel,NOM:obj:masc:sg,5,164,N,N,,/V\.'C/V\
554,du,du,PREDET:de:obj:masc:sg,5,164,Pre+Det,Pre+Det,de.le,C/V\
555,dit,dit,VER:pper:masc:sg,5,164,Vpp,Vpp,dire,C/V\
556,ace,ace,NPR:obj:masc:sg,5,164,N,N,,'/V\.C/(e)\
557,saine,saine,ADJ:suj:femi:sg,5,164,Adj,Adj,,'C/V\.C/(e)\
558,et,et,CON:coord,5,164,Crd,Crd,et,/V\
559,droite,droite,ADJ:suj:femi:sg,5,164,Adj,Adj,droit2,'C/V\.C/(e)\
560,un,un,DET:ndf:obj:masc:sg,5,164,QIs,QIs,un,/V\
561,an,an,NOM:obj:masc:sg,5,164,N,N,,/V\
562,et,et,CON:coord,5,164,Crd,Crd,et,/V\
563,plus,plus,ADV,5,164,Adv,Adv,plus,C/V\
564,",",",",PON,5,164,Pnc,Pnc,,
565,et,et,CON:coord,5,164,Crd,Crd,et,/V\
566,aloit,aloit,VER:impf:3:sg,5,164,Vfin,Vfin,aller,/V\.'C/V\
567,par,par,PRE,5,164,Pre,Pre,par,C/V\
568,la,la,DET:def:obj:femi:sg,5,164,Det,Det,le,C/V\
569,vile,vile,NOM:obj:femi:sg,5,164,N,N,,'C/V\.C/(e)\
570,de,de,PRE,5,164,Pre,Pre,de,C/(e)\
571,saint,saint,ADJ:obj:masc:sg,5,164,Adj,Adj,saint,C/V\
572,denis,denis,NPR:obj:masc:sg,5,164,N,N,,C/V\.'C/V\
573,",",",",PON,5,164,Pnc,Pnc,,
574,et,et,CON:coord,5,164,Crd,Crd,et,/V\
575,portoit,portoit,VER:impf:3:sg,5,164,Vfin,Vfin,porter,C/V\.'C/V\
576,souvent,souvent,ADV,5,164,Adv,Adv,souvent,C/V\.'C/V\
577,un,un,DET:ndf:obj:masc:sg,5,164,QIs,QIs,un,/V\
578,seel,seel,NOM:obj:masc:sg,5,164,N,N,,C/(V)\.'/V\
579,plein,plein,ADJ:obj:masc:sg,5,164,Adj,Adj,plein,C/V\
580,d,d',PRE,5,164,Pre,Pre,de,C/\
581,iaue,iaue,NOM:obj:femi:sg,5,164,N,N,,'/V\./(e)\
582,sus,sus,ADV,5,164,PrA,PrA,sus,C/V\
583,son,son,DET:poss:obj:masc:sg,5,164,Det,Det,son4,C/V\
584,chief,chief,NOM:obj:masc:sg,5,164,N,N,,C/V\
585,et,et,CON:coord,5,164,Crd,Crd,et,/V\
586,les,les,DET:def:obj:masc:pl,5,164,Det,Det,le,C/V\
587,dras,dras,NOM:obj:masc:pl,5,164,N,N,,C/V\
588,a,a,PRE,5,164,Pre,Pre,à,/V\
589,laver,laver,VER:infi,5,164,Vinf,Vinf,,C/V\.'C/V\
590,",",",",PON,5,164,Pnc,Pnc,,
591,et,et,CON:coord,5,164,Crd,Crd,et,/V\
592,fesoit,fesoit,VER:impf:3:sg,5,164,Vfin,Vfin,faire,C/V\.'C/V\
593,autres,autres,ADJ:obj:femi:pl,5,164,Adj,Adj,autre,'/V\.C/e\
594,choses,choses,NOM:obj:femi:pl,5,164,N,N,,'C/V\.C/e\
595,ausi,ausi,ADV,5,164,Adv,Adv,aussi,/V\.'C/V\
596,comme,comme,CON:subord,5,164,Sub,Sub,comme,'C/V\.C/(e)\
597,autres,autres,ADJ:suj:femi:pl,5,164,Adj,Adj,autre,'/V\.C/e\
598,femmes,femmes,NOM:suj:femi:pl,5,164,N,N,,'C/V\.C/e\
599,",",",",PON,5,164,Pnc,Pnc,,
600,et,et,CON:coord,5,164,Crd,Crd,et,/V\
601,mout,mout,ADV,5,164,QIs,QIs,moult,C/V\
602,souvent,souvent,ADV,5,164,Adv,Adv,souvent,C/V\.'C/V\
603,venoit,venoit,VER:impf:3:sg,5,164,Vfin,Vfin,venir,C/V\.'C/V\
604,a,a,PRE,5,164,Pre,Pre,à,/V\
605,l,l',DET:def:obj:femi:sg,5,164,Det,Det,le,C/\
606,eglise,eglise,NOM:obj:femi:sg,5,164,N,N,,/V\.'C/V\.C/(e)\
607,de,de,PRE,5,164,Pre,Pre,de,C/(e)\
608,saint,saint,ADJ:obj:masc:sg,5,164,Adj,Adj,saint,C/V\
609,denis,denis,NPR:obj:masc:sg,5,164,N,N,,C/V\.'C/V\
610,et,et,CON:coord,5,164,Crd,Crd,et,/V\
611,fesoit,fesoit,VER:impf:3:sg,5,164,Vfin,Vfin,faire,C/V\.'C/V\
612,ses,ses,DET:poss:obj:femi:pl,5,164,Det,Det,son4,C/V\
613,prieres,prieres,NOM:obj:femi:pl,5,164,N,N,,C/V\.'C/V\.C/e\
614,au,au,PREDET:a:obj:masc:sg,5,164,Pre+Det,Pre+Det,à.le,/V\
615,dit,dit,VER:pper:masc:sg,5,164,Vpp,Vpp,dire,C/V\
616,tombel,tombel,NOM:obj:masc:sg,5,164,N,N,,C/V\.'C/V\
617,",",",",PON,5,164,Pnc,Pnc,,
618,sainne,sainne,ADJ:suj:femi:sg,5,164,Adj,Adj,,'C/V\.C/(e)\
619,et,et,CON:coord,5,164,Crd,Crd,et,/V\
620,droite,droite,ADJ:suj:femi:sg,5,164,Adj,Adj,droit2,'C/V\.C/(e)\
621,.,.,PON,5,164,Pnc,Pnc,,
622,et,et,CON:coord,5,165,Crd,Crd,et,/V\
623,disoit,disoit,VER:impf:3:sg,5,165,Vfin,Vfin,dire,C/V\.'C/V\
624,len,len,PRO:invar,5,165,Prn,Prn%,on,C/V\
625,communement,communement,ADV,5,165,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\
626,par,par,PRE,5,165,Pre,Pre,par,C/V\
627,la,la,DET:def:obj:femi:sg,5,165,Det,Det,le,C/V\
628,vile,vile,NOM:obj:femi:sg,5,165,N,N,,'C/V\.C/(e)\
629,",",",",PON,5,165,Pnc,Pnc,,
630,hommes,hommes,NOM:suj:masc:pl,5,165,N,N,,'/V\.C/e\
631,et,et,CON:coord,5,165,Crd,Crd,et,/V\
632,femmes,femmes,NOM:suj:femi:pl,5,165,N,N,,'C/V\.C/e\
633,",",",",PON,5,165,Pnc,Pnc,,
634,clers,clers,NOM:suj:masc:pl,5,165,N,N,,C/V\
635,et,et,CON:coord,5,165,Crd,Crd,et,/V\
636,lais,lais,NOM:suj:masc:pl,5,165,Adj,Adj,lai,C/V\
637,et,et,CON:coord,5,165,Crd,Crd,et,/V\
638,moines,moines,NOM:suj:masc:pl,5,165,N,N,,'C/V\.C/e\
639,",",",",PON,5,165,Pnc,Pnc,,
640,que,que,PROCON,5,165,Sub,Sub,que,C/(e)\
641,la,la,DET:def:suj:femi:sg,5,165,Det,Det,le,C/V\
642,dite,dite,VER:pper:femi:sg,5,165,Vpp,Vpp,dire,'C/V\.C/(e)\
643,amelot,amelot,NPR:suj:femi:sg,5,165,N,N,,/V\.C/e\.'C/V\
644,par,par,PRE,5,165,Pre,Pre,par,C/V\
645,les,les,DET:def:obj:masc:pl,5,165,Det,Det,le,C/V\
646,merites,merites,NOM:obj:masc:pl,5,165,N,N,,C/V\.'C/V\.C/e\
647,et,et,CON:coord,5,165,Crd,Crd,et,/V\
648,a,a,PRE,5,165,Pre,Pre,à,/V\
649,l,l',DET:def:obj:femi:sg,5,165,Det,Det,le,C/\
650,invocacion,invocacion,NOM:obj:femi:sg,5,165,N,N,,/V\.C/V\.C/V\.C/{V}\.'/V\
651,du,du,PREDET:de:obj:masc:sg,5,165,Pre+Det,Pre+Det,de.le,C/V\
652,benoiet,benoiet,ADJ:obj:masc:sg,5,165,Adj,Adj,,C/V\.C/V\.'C/V\
653,saint,saint,ADJ:obj:masc:sg,5,165,Adj,Adj,saint,C/V\
654,loys,loys,NPR:obj:masc:sg,5,165,N,N,,C/V\
655,avoit,avoit,VER:impf:3:sg,5,165,Vfin,Vfin,avoir,/V\.'C/V\
656,esté,esté,VER:pper:masc:sg,5,165,Vpp,Vpp,être,/V\.'C/V\
657,delivree,delivree,VER:pper:femi:sg,5,165,Vpp,Vpp,,C/V\.C/V\.'C/V\./(e)\
658,de,de,PRE,5,165,Pre,Pre,de,C/(e)\
659,la,la,DET:def:obj:femi:sg,5,165,Det,Det,le,C/V\
660,maladie,maladie,NOM:obj:femi:sg,5,165,N,N,,C/V\.C/V\.'C/V\./(e)\
661,et,et,CON:coord,5,165,Crd,Crd,et,/V\
662,de,de,PRE,5,165,Pre,Pre,de,C/(e)\
663,la,la,DET:def:obj:femi:sg,5,165,Det,Det,le,C/V\
664,courbete,courbete,NOM:obj:femi:sg,5,165,N,N,,C/V\.'C/V\.C/(e)\
665,desus,desus,ADV,5,165,PrA,PrA,dessus,C/V\.'C/V\
666,dite,dite,VER:pper:femi:sg,5,165,Vpp,Vpp,dire,'C/V\.C/(e)\
667,.,.,PON,5,165,Pnc,Pnc,,
668,a,a,PRE,6,166,Pre,Pre,à,/V\
669,jehan,jehan,NPR:obj:masc:sg,6,166,N,N,,C/(V)\.'/V\
670,le,le,DET:def:obj:masc:sg,6,166,Det,Det,le,C/(e)\
671,bouchier,bouchier,NOM:obj:masc:sg,6,166,N,N,,C/V\.'C/V\
672,de,de,PRE,6,166,Pre,Pre,de,C/(e)\
673,grollei,grollei,NPR:obj:masc:sg,6,166,N,N,,C/V\.'C/V\
674,fu,fu,VER:simp:3:sg,6,166,Vfin,Vfin,être,C/V\
675,nee,nee,VER:pper:femi:sg,6,166,Vpp,Vpp,naître,'C/V\./(e)\
676,une,une,DET:ndf:suj:femi:sg,6,166,QIs,QIs,un,'/V\.C/(e)\
677,fille,fille,NOM:suj:femi:sg,6,166,N,N,,'C/V\.C/(e)\
678,de,de,PRE,6,166,Pre,Pre,de,C/(e)\
679,marguerite,marguerite,NPR:obj:femi:sg,6,166,N,N,,C/V\.C/V\.'C/V\.C/(e)\
680,sa,sa,DET:poss:obj:femi:sg,6,166,Det,Det,son4,C/V\
681,femme,femme,NOM:obj:femi:sg,6,166,N,N,,'C/V\.C/(e)\
682,",",",",PON,6,166,Pnc,Pnc,,
683,qui,qui,PROCON,6,166,Qux,Qux,qui,C/V\
684,avoit,avoit,VER:impf:3:sg,6,166,Vfin,Vfin,avoir,/V\.'C/V\
685,non,non,NOM:obj:masc:sg,6,166,N,N,,C/V\
686,marote,marote,NPR:obj:femi:sg,6,166,N,N,,C/V\.'C/V\.C/(e)\
687,",",",",PON,6,166,Pnc,Pnc,,
688,en,en,PRE,6,166,Pre,Pre,en,/V\
689,vendenges,vendenges,NOM:obj:femi:pl,6,166,N,N,,C/V\.'C/V\.C/e\
690,.,.,PON,6,166,Pnc,Pnc,,
691,nostre,nostre,DET:poss:suj:femi:sg,6,167,Det,Det,notre,'C/V\.C/(e)\
692,pucelete,pucelete,NOM:suj:femi:sg,6,167,N,N,,C/V\.C/e\.'C/V\.C/(e)\
693,ot,ot,VER:simp:3:sg,6,167,Vfin,Vfin,avoir,/V\
694,dis,dis,ADJ:card,6,167,QIs,QIs,dix,C/V\
695,anz,anz,NOM:obj:masc:pl,6,167,N,N,,/V\
696,en,en,PRE,6,167,Pre,Pre,en,/V\
697,l,l',DET:def:obj:masc:sg,6,167,Det,Det,le,C/\
698,an,an,NOM:obj:masc:sg,6,167,N,N,,/V\
699,nostre,nostre,DET:poss:obj:masc:sg,6,167,Det,Det,notre,'C/V\.C/(e)\
