wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified
456,70,7,en,en,70,Prn,Prn$$,en2,/V\
457,70,8,monte,monte,70,Vfin,Vfin,monter,'C/V\.C/(e)\
458,71,1,Qant,qant,71,Sub,Sub,quand,C/V\
459,71,2,.j.,.j.,71,QIs,QIs,un,/V\
460,71,3,lais,lais,71,Adj,Adj,lai,C/V\
461,71,4,hom,hom,71,N,N,,/V\
462,71,5,clers,clers,71,N,N,,C/V\
463,71,6,les,les,71,Prn,Prn$$,le,C/V\
464,71,7,apele,apele,71,Vfin,Vfin,appeler,/V\.'C/V\.C/(e)\
465,71,8,.,.,71,Pnc,Pnc,,
466,72,1,Si,si,72,Adv,Adv,si4,C/V\
