wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified
1,1,1,en,en,1,Pre,Pre,en1,/V\
2,1,2,l',l',1,Det,Det,le,C/\
3,1,3,onneur,onneur,1,N,N,,/V\.'C/V\
4,1,4,de,de,1,Pre,Pre,de,C/(e)\
5,1,5,la,la,1,Det,Det,le,C/V\
6,1,6,saincte,saincte,1,Adj,Adj,saint,'C/V\.C/(e)\
7,1,7,trinité,trinité,1,N,N,,C/V\.C/V\.'C/V\
8,1,8,",",",",1,Pnc,Pnc,,
9,2,1,louenge,louenge,2,N,N,,C/V\.'C/V\.C/(e)\
10,2,2,de,de,2,Pre,Pre,de,C/(e)\
11,2,3,vous,vous,2,Prn,Prn,2pp,C/V\
12,2,4,",",",",2,Pnc,Pnc,,
13,2,5,charles,charles,2,N,N,,'C/V\.C/e\
14,2,6,",",",",2,Pnc,Pnc,,
15,2,7,roy,roy,2,N,N,,C/V\
16,2,8,treschrestien,treschrestien,2,Adj,Adj,,C/V\.C/V\.C/{V}\.'/V\
17,2,9,",",",",2,Pnc,Pnc,,
18,3,1,de,de,3,Pre,Pre,de,C/(e)\
19,3,2,latin,latin,3,N,N,,C/V\.'C/V\
20,3,3,en,en,3,Pre,Pre,en1,/V\
21,3,4,françois,françois,3,N,N,,C/V\.'C/V\
22,3,5,j',j',3,Prn,Prn$,1ps,C/\
23,3,6,ay,ay,3,Vfin,Vfin,avoir1,/V\
24,3,7,translaté,translaté,3,Vpp,Vpp,,C/V\.C/V\.'C/V\
25,4,1,l',l',4,Det,Det,le,C/\
26,4,2,ystoire,ystoire,4,N,N,,/V\.'C/V\.C/(e)\
27,4,3,du,du,4,Pre+Det,Pre+Det,de+le,C/V\
28,4,4,tresfort,tresfort,4,Adj,Adj,,C/V\.'C/V\
29,4,5,amoureux,amoureux,4,Adj,Adj,,/V\.C/V\.'C/V\
30,4,6,lien,lien,4,N,N,,C/{V}\.'/V\
31,5,1,d',d',5,Pre,Pre,de,C/\
32,5,2,eurialus,eurialus,5,N,N,,/V\.C/V\.C/V\.'C/V\
33,5,3,et,et,5,Crd,Crd,et,/V\
34,5,4,de,de,5,Pre,Pre,de,C/(e)\
35,5,5,lucresse,lucresse,5,N,N,,C/V\.'C/V\.C/(e)\
36,5,6,",",",",5,Pnc,Pnc,,
37,5,7,le,le,5,Det,Det,le,C/(e)\
38,5,8,maintien,maintien,5,N,N,,C/V\.'C/V\
39,6,1,que,que,6,Qux,Qux,que,C/(e)\
40,6,2,en,en,6,Pre,Pre,en1,/V\
41,6,3,amours,amours,6,N,N,,/V\.'C/V\
42,6,4,ont,ont,6,Vfin,Vfin,avoir1,/V\
43,6,5,eu,eu,6,Pre+Det,Pre+Det,en1+le,/(V)\.'/V\
44,6,6,durant,durant,6,Vprs,Vprs,durer,C/V\.'C/V\
45,6,7,leur,leur,6,Det,Det,leur2,C/V\
46,6,8,vie,vie,6,N,N,,'C/V\./(e)\
47,6,9,",",",",6,Pnc,Pnc,,
48,7,1,ainsi,ainsi,7,Adv,Adv,ainsi,/V\.'C/V\
49,7,2,que,que,7,Sub,Sub,que,C/(e)\
50,7,3,l',l',7,Prn,Prn$$,3p,C/\
51,7,4,a,a,7,Vfin,Vfin,avoir1,/V\
52,7,5,descript,descript,7,Vpp,Vpp,décrire,C/V\.'C/V\
53,7,6,ou,ou,7,Pre+Det,Pre+Det,en1+le,/V\
54,7,7,temps,temps,7,N,N,,C/V\
55,7,8,ancien,ancien,7,Adj,Adj,,/V\.C/{V}\.'/V\
56,8,1,eneas,eneas,8,N,N,,/V\.C/V\.'C/V\
57,8,2,silvius,silvius,8,N,N,,C/V\.C/V\.'C/V\
58,8,3,",",",",8,Pnc,Pnc,,
59,8,4,nommé,nommé,8,Vpp,Vpp,,C/V\.'C/V\
60,8,5,pape,pape,8,N,N,,'C/V\.C/(e)\
61,8,6,pie,pie,8,N,N,,'C/V\./e\
62,8,7,.,.,8,Pnc,Pnc,,
63,9,1,bien,bien,9,Adv,Adv,bien,C/V\
64,9,2,licite,licite,9,Adj,Adj,,C/V\.'C/V\.C/(e)\
65,9,3,est,est,9,Vfin,Vfin,être1|ester,/V\
66,9,4,a,a,9,Pre,Pre,à,/V\
67,9,5,l',l',9,Det,Det,le,C/\
68,9,6,omme,omme,9,N,N,,'/V\.C/(e)\
69,9,7,humain,humain,9,Adj,Adj,,/V\.'C/(e)\
70,9,8,",",",",9,Pnc,Pnc,,
71,10,1,aprés,aprés,10,PrA,PrA,après,/V\.'C/V\
72,10,2,devote,devote,10,Adj,Adj,,C/V\.'C/V\.C/(e)\
73,10,3,contemplation,contemplation,10,N,N,,C/V\.C/V\.C/V\.C/{V}\.'/V\
74,11,1,soy,soy,11,Prn,Prn$$,soi,C/V\
75,11,2,occuper,occuper,11,Vinf,Vinf,,/V\.C/V\.'C/V\
76,11,3,a,a,11,Pre,Pre,à,/V\
77,11,4,prendre,prendre,11,Vinf,Vinf,prendre,'C/V\.C/(e)\
78,11,5,soir,soir,11,N,N,,C/V\
79,11,6,et,et,11,Crd,Crd,et,/V\
80,11,7,main,main,11,N,N,,C/V\
81,12,1,au,au,12,Pre+Det,Pre+Det,à+le,/V\
82,12,2,monde,monde,12,N,N,,'C/V\.C/(e)\
83,12,3,aucune,aucune,12,QIs,QIs,aucun,/V\.'C/V\.C/(e)\
84,12,4,recreation,recreation,12,N,N,,C/V\.C/V\.C/V\.C/{V}\.'/V\
